document,labels
ㅇㅇㅇ 기능 또한  믿고 쓸수 있는 제품입니다..  이쁜 디자인 덕에 주방이 환해져 추가 백 점 주고 싶네요~,1
껍질이 일단은 편하다고 하네요 그런데 가죽이 필요한거 뭐랄까 같네요 신발이 벗겨지는 경향이 있네오. 우리는 가죽에 대해선 잘 모르니까 As는 되는지 As를 신청한다면 어디로 해야하는건지? 담당자분의 답변이 좀 좀 이상하게 답변 부탁 드립니다. ㆍ,2
바뀌어서 있어서 리필만 샀더니 케이스가 안 맞네요. 세대 업그레이드 할 때마다 케이스가 자꾸 케이스가 호환이 안 됩니다.,2
블랙 260 튼튼하게는 만든것 같은데 신고벗을때 불편하고 걸으면 발목이 딱딱하여 아프고 불편할 발볼이 넓은 사람은 불편합니다. 신발입니다,2
기존에는  3도어 김치냉장고를 사용 했어요. 1도어로 교체하니 여러모로 편하네요  수납량도 더 많아 사용하기 너무나 좋습니다.,1
"남자들이 이발소가 아닌 바버샵을 찾는 시대~ 복고 바람을 타고 포마드가 돌아왔어요. OO OOO 유성 포마드 사용후기입니다.  이 포마드 정말 물건이에요. 딱 한 가지, 향이 조금 아쉽긴 한데요. 그것만 빼면 정말 괜찮아요. 지금까지 십수 가지 포마드를 거쳐 온 제 동생에 따르면 지금까지 써 본 포마드 중에 성능이 제일 마음에 든대요. 반곱슬인데 고정력과 윤기가 제일 좋다고 하더라고요. 음... 혹시 머리에서 요구르트 향 나는 거 좋아하신다면 향까지 좋을 수도 있으니 참고하세요ㅎㅎ  이렇게 복고가 유행하다 보면 언젠가 거리에 다시 멋쟁이 신사들이 돌아다니는 날도 오는 거 아닐까 기대가 되네요^^",1
"기존에 썼던 제품입니다. 보습력이 좋고 ,성분이 좋은것 같아 만족합니다.",1
"""포스팅도 포스팅이지만 제가 기록을 남겨보려구 써봅니다.최근에 구매한 노트북 내용이에요용도 : 물류창고 데이터 정리 필요조건 : 야외 시인성 300nit 이상의 디스플레이 / 15인치급 / 가벼운 무게 / 풀사이즈 숫자 키패드 가격 : 60만원대 요청사항 : 관리프로그램이 꽤 무거운편이라 낮은 성능은 무리, 물류창고내부에서 사용할 노트북으로 가끔 이동이 필요하기 때문에 2kg 이상은 안됨. 이하는 아쉬운 부분들1. USB포트가 너무 적음. 심지어 USB Type-C 는 충전용이라 좀 아쉬움.. 2. 메모리 온보드 8GB + 확장 1슬롯 = 8+8 듀얼이 가능하지만 8+16 이상으로 구성하면 제대로된 듀얼 성능이 안나옴. 3. 화면 색감은 역시... NTSC 45%의 한계가 있음. 4. 키보드 백라이트 없음 5. 플라스틱 바디는 확실히 약해보이고 오염에 취약함. 다음 제품 구매할때는 좀 더 시간을 갖고 구매하자!""",2
화질이 선명하지 않아서 번호판 식별이 어렵고 안되어서 그리고 핸드폰하고 무선연결이 잘 힘드네요 별로네요,2
혹시나 하는 마음에 속는셈치고 흰머리 좋아지는지는 또 구매했어요. ㅇㅇ씨가 머리결이 좋아진다고 하길래 망설임없이 구매했는데 머릿결이 염색제품을 모르겠네요. 염색도 잘 안되는 것 같아요. 냄새도 약간 냄새예요. 제가 별로 안좋아하는 허브향인데,2
잘닥이는게 아니라 이빨에 코팅돼는 느낌이네요. 치약을 입에 물고만 있어도 이가 미끈거려서 별로입니다.,2
요새 날씨가 너무 추워진 것 같아요!! 목 부분이 너무 추워서 터틀넥을 알아 보다가 이 옷을 구매하게 되었어요~ 구매 후기 알려 드릴게요!  일단 가격이 상당히 저렴해서 저는 색 별로 산 것 같습니다!! 배송도 빨랐고 받아 보니 색들이 다 예뻐서 좋았던 것 같아요!! 감촉이 포근해서 좋았고 재질이 부드러워 좋은 것 같아요~ 옷에 정전기도 잘 안 일어나서 좋았습니다!! 이거 입고 다른 겉 옷 코디 하기에 좋은 것 같네요~ 보온성도 있어서 정말 따뜻한 거 같습니다~~ 겨울에 입기 좋은 것 같아요 ㅎㅎ  저는 너무 만족하고 입고 다니고 있습니다~ 다음에 또 재주문 해야겠어요!!,1
아닌지 노래가 갑자기 중단되어서 불량품은 사용해보니 의심스럽습니다.ㅠㅠ 이어캡사용하지 않으면 잘 안맞아서 불편해요,2
해외 배송인데도 불구하고 배송이 너무나 빠르네요.  식세기 구입 후 요 세제가 제일 좋다고 해서 바로 구입했습니다. 특유의 향은 별로지만 깨끗하게 세척이 되요. 만족합니다.,1
"""오늘은 아울렛 매장에 갔다왔어요~그거랑은 별개로 태블릿 리뷰 들어갑니다.홈페이지 상에는 주문 하고 몇일 걸리는 걸로 되어 있었는데 주문 하고 바로 다음날 도착 했습니다. 업무용으로 사용할 000노트북을 찾던 중에 지인의 추천으로 000을 찾던 중에 가장 좋은 가격으로 판매하는 이곳을 발견 ^^ 카드할인도 받고 000 본체 가격으로 키보드와 마우스도 받았어요 ^^ 레드 컬러 키보드와 마우스를 신청했는데 전화오셔서 지금 품절이라 다른 색상으로 골라 달라고 하셔서 그레이 컬러 선택했는데 잘한 것 같아요. 본체와 찰떡 궁합입니다 ^^ 000 도착 하자 마자 보호필름 붙이고 이것 저것 필요한 것들 설치하고 사용하는데 너무 좋아요. 노트북 처럼 무겁지도 않고 태블릿 처럼 가벼워서 가방에 쏙 넣어 다니기도 부담 스럽지 않고 어디서든 작업 하기 편안하네요. 부팅 속도도 빨라서 태블릿 쓰는 것 처럼 느껴져요~ 가볍게 업무용으로 쓰기 딱 좋은 제품인듯 해요~~ 좋은 제품 좋은 가격으로 구매할 수 있게 되어 감사합니다 ^^ 좀 더 사용하다가 익숙해 지면 펜도 구매해 봐야겠어요 ^^펜 사면 후기 포스팅 들갑니다~""",1
장시간 사용하고 있어도 불편함이 없어 좋아요. 가격도 저렴하니 넘 만족스럽네요.,1
잘받았어요 처음 개봉하여 손등에 덜었는데 조금 나오다가 공기만 나오더니 반이 주네요 거기다 냄새가 저만 그런가요 그래도 일단 발라봤는데 피부톤이 일시 환해지더라구요 지금도 계속 바를까 반품할까 고민중입니다 혹시나 본품은 다를수도 있다는 희망을 가져보려합니다,0
여름에 용싸보고  너무좋아서  구매했습니다  역시나 좋아요  크기도적당하고   사각턱인저에거  턱전체가려줘서  얼굴작아보이고  다른마스크쓰면  얼굴앞면눌리는데  ㅇㅇ마스크는 여유가있어요 또 귀도않아프게  고무줄도넉넉하고  색깔벼루 너무예뻐서 좋아요^^,1
정말 마음에 들어요~ 체격이 있는 분들도 편하게 잘입을수 있는 디자인 예쁜 청바지 감사합니다  ,1
"끈끈이가 늘어져 위ㆍ아래가 고르지 않고, 눈 깜박이면 모양이 달라 붙어요.",2
출산후 머리가많이빠져구매하였습니다 ㅜㅜ 전그렇게큰효과는모르겠어요 근데감을때넘나시원해요~ 덜빠지는건지먼지,0
빨아도 구김이 다림질 ㅠ 세탁소에서 안펴지네요..ㅠ. 해야할듯..디자인이 나이들어보여요,2
"매뉴얼이 간다하게만 않고 있고,세부적이지 않아서 살짝 아쉬워요. 안내되어 제품 기능과 성능 문제는 아니라서 넘어가죠. 일단 유리 위에서 사용해도 전혀 튀지 하지만 안정적으로 사용되서 만족해요^^",0
화장실용으로 구매했는데 너무 실망했어요 기존 사용했던 제품보다 그냥 떨어지고 크기도 작아 품질은 물티슈용으로 사용,2
올인원 제품이라 편리하다고 해서 구매해 봤어요. 그런데 촉촉함이 오래가지 않아요. 바를 때 번들거리고 끈적이네요. 산뜻하지 않고 잘 발리지 않습니다.,2
다리받침이 튼튼합니다. 다리받침이 조금 더 짧아 좋겠네요. 길면 물을 많이 못 넣어서 아쉽습니다. 아니라 세척이 간편하고 색상이 원색이 실리콘이라 좋네요.,0
아쉬워요. 사이즈가 많이 크네요. 옆트임이 없어서 좀 두가지는,2
요새 ㅇㅇ만 쓰네요 ㅇㅇ 써보니 가격도 진짜 싸고 길이도 길고 흠잡을곳이 없습니다 박스포장 아까우니 다음에는 비닐에 넣어 주세요,1
이번에 자급제로 바꿨는데 데이터 속도가 빠르고 좋네요~ 사진 화질도 너무 좋아요~ 일찍 바꿀껄 그랬네요~ㅋㅋ,1
선풍기 소음이 거의 없고 조용한편이라 좋습니다. 새제품에 스크래치가 약하게 있긴해도 성능이 좋아서 시원하고 만족해요.,1
화면은 펼치면 큼직해서 보기 좋아요~ 그런데 전에 쓰던 이동이 데이터 기기와 너무 느려서 속 터져요...ㅠ.ㅠ,0
배송은 다음날 바로 와서 마음에 케이블연결해서 컴퓨터로 단말기등록하면 쉽고 좋아요 디자인은 옛날 모형이라 감사해요 안들어요 ㅠㅠ,0
겨울철 문제없죠. 신을 있어서 있는 부츠 하나 가지고 왔네요. 저는 겨울 신발에 진심인 편이랍니다. 블랙으로 보니까 않아요. 다 선택이네요. 아무 바지에나 잘 어울리고 발도 둔해 보이지 역시 안감 전체가 퍼로 감싸 수 보온은 최곱니다. 논슬립 구매했는데 바닥도 미끄럼 방지창이어서 글이 오는 날에도 따뜻하게 가격도 이 정도 품질이면 나쁘지 않죠. 신발이 좀 무거운 감이 있는데 그에 따라 양말이 자꾸 벗겨진다는 점은 좀 아쉬워요. 그래도 그럭저럭 신을 만합니다. 법정 스님의 '텅빈 충만'이라는 눈 생각나네요. 탁월한 비워내는 데서 오는 만족감이라니..,0
"소리는 선명해서 만족해요 그런데 스마트온,오프 as받아야하는 안되어서 기능이 점이 아쉬워요~",0
디자인맘에들고 가볍고 후드달려서 다좋은데 안감이 넘강렬한컬러가 고민입니다 안감때매 아쉽네요,0
ㅇㅇㅇ 치약은 남편이 제일 좋아하는 치약이라 많이 사서 쟁여 두구 쓰려구 믿고 다시 구매해요 좋은가격에 구성도 너무 좋아요 향도 민트향이 나면서 양치하고 나면 굉장히 개운하고 좋습니다 서비스로 주신 칫솔도 잘쓰겠습니다,1
"처가 시골집에 청소기가 없어서 구매했습니다. 솔직히 비싼 OO청소기, OO청소기 써봤지만...뭔차이인지 모를 정도네요. OO청소기 보다 훨씬 가볍고, 소음도 적고, 흡입력도 더 좋은거 같습니다. 기능적인면도 더 좋고, 구성품 차이도 없고, 완전 만족합니다. 비싸다고 절대 좋은게 아니란걸 이번에 알게되었네요. 가성비 대박 좋은 제품 굿굿!",1
구스 다운 입을 계절이 돌아 왔죠?? 이럴 때 일수록 정말 입기 좋은 구스 다운을 가져 왔어요!! 바로 후기 시작할게요 ㅎㅎㅎ  저는 여기 브랜드에서만 구스 다운을 사서 입는 것 같아요!! 그 이유는 이 옷처럼 가격은 저렴한데 제품 퀄리티가 너무 좋아서 가성비가 있기 때문입니다!! 일단 이 옷 같은 경우에는 디자인이 정말 예쁜 것 같아요ㅎㅎ 그래서 저는 이 구스 다운을 소개 해드리고 싶었습니다!! 특히 허리 벨트 디자인이 너무 예뻐요~ 그래서 핏도 좋아 보입니다! 검정 색상도 고급스러워 마음에 드네요  디자인 예쁜 구스 다운 찾으시면 이 옷을 선택 하시면 좋을 것 같아요 ㅎㅎ ,1
지인추천으로 구입!! 가벼워 학교 가지고 다니기 좋네요 가성비가 아주 만족스럽구요:) 감사해요,1
다리받침이 튼튼합니다. 조금 다리받침이 더 길면 좋겠네요. 짧아 물을 많이 못 넣어서 색상이 실리콘이라 세척이 간편하고 아쉽습니다. 원색이 아니라 좋네요.,0
잘 받았어요 제가 발앞쪽 양쪽에 뼈가 볼이 튀어나왔는데왼쪽은 괜찮은데 오른쪽 살짝 좀 좁아서 살~짝 불편합니다,2
되리라 무거워서 사용하기가 수월하지는 않을 것 같네요. 아직 안써보았는데 다들 좋다고 하니 세탁은 잘 진짜 믿습니다.,0
선물 했는데 OOO은 누구에게나 워너비 아니겠습니까~ㅎㅎ 아주 마음에 들어 했습니다ㅎ 할인 받아서 좋은 가격으로 구입해서 만족합니다.,1
가성비 최고입니다 습식사용  아주 좋와요 피부발진없고 깔끔하게  깍입니다 1 +1으로 아버지랑 하나씩 날 도  추가로주어지니 아주 good,1
5세 이상이라 쓰여있지만 치아가 큰 4살이랑 치아가 매우 작은 7살이 사용중인데 너무너무 좋아합니다 1+1할때 사서 매우 저렴하게 산것도 대만족해요.,1
토스트 오븐 상부에는 기본적으로 빵종류 조리시간이 표기되어 있어 너무 좋아요. 별도의 설명서가 불편해요. 빵의 부피가 좀 큰 경우 안의 내부가 높이가 높지 않아서 빵 조절하기가 쉽게 타서 윗부분이 필요없네요.,0
26샀는데 입을수있을꺼같아요 ~ 크게나왔나봐요 편하게 커요,0
실내건조 할 일이 많아져서 잘 사용중입니다. 고농축이라서 적정량을 넣어도 향이 좀 오래가는듯하네요~,1
회사 난방 때문에 너무 건조해서 피부가 쩍쩍 갈라지길래 OO 도움을 받고 싶어서 구매했습니다. 더블 안 선물하려고 되는데 좋으면 사도 비싼 가격이지만 더블로 샀어요. 그런데 아깝네요. 촉촉하지 돈 가격대비 용량도 작아서 별로예요. 않고 생각보다,2
아직 사용을 안 해봤는데 뿌리랑 앞머리 용으로 간단하게 쓰려고 구매했어요. 용량이 많아 엄청 오래 쓸 것 같아요. 앞머리 고정도 잘 되면 좋을 것 같네요.,1
보풀이 많이 일어나요 그거빼고는 99사이즈까지 가능한 좋네요 부드러워서 신축성에,0
오프라인 기능이 보고 예쁘네요. 샀는데 디자인 정말 너무 고급져요! 반해 다만 굉장히 다양한 매장에서 있다보니 사용설명서를 보고 항상 요리 조리를 해야해서 번거로움이 있어요.,0
색깔 이쁘고 너무 편해요! 허리 밴딩  잘 잡아주고 길이감도 딱  좋네요! 추천~,1
친척한테 선물로 구입해서 보냈어요. 기본에 충실한 제품이라 바람세기도 세고 회전도 잘 되어 좋다고 하네요. 그래서 이번에 제 것도 추가로 구입 했는데 디자인이 예뻐서 어디에 두든 깔끔하게 잘 어울리고 마음에 들어요~,1
엄마사드렷는데 옷 재질도 시원하고 입으니 편하고 좋으시다네요~  핏이 너무 이쁘네요~~,1
앱 다운로드속도가 너무 느려서 아쉬워요... 영상은 끊겨서 중간 중간 기대이하네요 ㅠㅠ,2
기존 염색약 보다 냄새가 너무 역하게 나는 것 같습니다. 눈 주위도 따가워서 사용을 못 할 것 같습니다. 추천하지 않아요.,2
수분감이 좋다는 평을 보고 이번에 올인원으로 바꿔봤는데 말라네요. 써보더니 수분이 금방 날아가서 보습력이 약하다고 합니다. 다음번엔 올인원사지 남편이 얼른 쓰고 기존대로 스킨로션 따로 합니다. 사용하려고 구매해서,2
이것저것 바르기를 워낙 싫어하는 남편한테 최고의 제품이네요. 하나만 바르니 사용하기 편해서 좋아합니다.,1
너무 사서 기분 좋아요~ 톨게이트 지나갈때 싸게 빠른 속도로 지나가면 인식이 안되는 경우가 있네요 ㅠ.ㅠ,0
가격이 저렴하진 않지만 늘 사용하는 제품입니다. 일단 안심하고 사용할 수 있는 성분이라서 지저분해진 식탁유리 닦을 때도 좋습니다.,1
청소기가 두껍두껍 해서 곳까지는 세밀한 청소가 어렵구요 세척이 너무 귀찮아요... 그래도 흡입력은 생각보다 좋네요,0
진짜 무거워서 사용하기가 수월하지는 않을 것 같네요. 아직 안써보았는데 다들 좋다고 하니 세탁은 잘 되리라 믿습니다.,0
가격도 싸게 잘 산 것 같아요. 이렇게 성능이 좋아 잘나오는 스피커 찾기 매우 힘들어요^^. 혼자사는 가구에 적당한 사이즈라 매우 만족해요.,1
여유있게 사이즈업했는데 수 나중까지 유지되어 한 해입을 텐션이 있을까 싶고 핑크는 안이쁜색이네요. 색을 조금만 달라진색으로 하면 좋았을터인데요.,2
태풍으로 습도가 80-90에 육박한데 이 제품 구입 후부터는 집안 습도가 50이하로 내려갔어요.. 쾌적해져서 너무 걸려서 다만 물통을 빼고 넣을때 부드럽지 않고 불편하고 좋네요.. 살짝씩 안 좋네요.. ㅜ,0
가격이 비싼듯하다 품질이 5.6만수준이다 디자인은 올드하다 스타일이 울신랑이 보며 40대초 70년대옷이네ㅋㅋ,2
풀셋트데 구성품중에 한개가 빠진채로 사용해보니 분사기는 안 왔어요 배송되었네요..물 깨끗한 느낌은 없네요 그립감도 별로에요,2
처음 사용하는 섬유향수예요. 제품이네요. 제취향은 아닌것 같아요. 빠른배송은 좋은데 사은품이 저에겐 쓸모없는 향은,2
색상 맘에 들어요~ 가방무게도 가벼운편이라 좋네요 가방마다의 실용성이 돋보이네요~,1
"태블릿으로 그냥 타이핑 하다가 도저히 속도가 총력을 나고 카페나 회사에 들고 가서 쓰려고 낫겠다 넣고 하나 장만함!무게는 진짜 가벼워서 가방에 키보드 들고 다니기 괜찮음 soso한 안 아파서 일단 없는 디자인은 그냥 일반 키보드 축소판임 뭐 세련되고 이쁘고 이런 거 없음그냥 딱 키보드임.. 검색, 재생, 음향 조절 등등 멀티미디어 기능 키가 있지만딱히 사용하지 않음... 필요 합격임그런데 기능이라고 생각함... 이럴 거면 그냥 더 작게 슬림하게만드는데에 안 제품임~ 미니 싶었음 왜냐? 사용을 하는데 하니깐마우스로 다 안 뭣 하러... 아무튼 어깨가 기울이는게",2
"가격이 저렴해서 너무 만족스러워요..  터치감이 매우 우수해서 좋고, 구성품에 커버가 있어서 먼지 쌓일 걱정이 사라졌어요. ^^ 구입하길 잘했어요 ~!",1
많이 기능도 다양하고 특히 성능 향상이 정말 역대급이라 만족합니다! 그런데 조금 카메라 찍으면 기기 뒤판이 너무 뜨거워지는 건 별로예요ㅠㅠ,0
6인용사이즈 크기가 클까 봐 걱정했는데 더 2단으로 분리까지 되면 사용하기 적당해요! 좋았을 텐데 안돼 아쉽네요!,0
워싱 색상 디자인 너무 좋고  핏이 딱떨어져 이 옷 만 입게되네요,1
뿌리염색 하려고 구매했습니다. 잘 생각보다 적고 염색도 양이 안 됩니다.,2
"급하게 제품 골라 구매했는데 처음 문제인지 때에는 맛도 잘 되고 밥이 있었는데, 보온 기능 밥했을 밥 색깔이 쉽게 변하는 것 같아 실망했어요",0
"저렴한 지인들에게 산 것 같습니다. 이번엔 지난번 구매할 때는 유통기한이 길었는데, 다만 유통기한이 1년밖에 안 남았네요. 많이 구매했는데 유통기한이 아쉽네요. 가격에 나눠줘야 할 것 같습니다.",2
아줌마들의 로망 인덕션~ 그동안 가스레인지 쓰면서 건강 걱정했는데 이제 저의 폐를 지킬수 있게 되었어요. 가스레인지보다 요리 완성되는 시간이 빨라요. 기존에 10분 끓일거 지금은 6~7분이면 완성되는거 같아서 성능은 인정할수밖에 없네요.하이라이트가 있어서 뚝배기를 사용할수가 있어요. 우리집은 뚝배기 된장국이나 뚝배기 불고기를 잘 해먹었던지라 하이라이트가 더 반갑더라구요.기존 그릇들 버리지 말고 사용하시면 됩니다.실버 바디에 블랙 상판도 조화로워 고급미를 뿜어 내서 볼때마다 흐뭇합니다. 다른 주부들도 폐 건강을 위해 가스레인지에서 탈출하시길~,1
신발 무겁구요 발바닥 바느질되어 있는 부분 계속 아프고 거슬립니다 착화해서 반품 안된다고 하니 어쩔 수 없이 환불은 못하는데 불편해서 못신을 신발이네요,2
"청소시간은 단축됐지만... 흡입력이 많이 약하고,모서리 부분이 청소가 안된다는 단점이 있네요~ ",2
흡입성능 대만족이고요!! 작동시 소음이 마감이나 거슬리네요 ㅠ 청소기 발생해서 퀄러티는 훌륭해요~,0
"집에서 간단하게 사용하려고 구매해 봤어요. 회식자리 다녀오면 옷에 냄새가 너무 배서 신경 쓰였는데,그렇다고 스타일러 사기에는 집도 좁고비싸기도 해서 좀 그랬거든요. 요거 구매해서 사용해 보니 그럭저럭 간편하게 사용할 수 있어서 좋네요.양복 재킷에 사용해 봤는데 냄새 탈취 잘 되고 제습 기능도 있어서 보송보송해서 좋아요.우선 가장 필요했던 게 탈취인데 탈취 잘됩니다. 휴대용이라 잘 될까 싶었는데 생각보다 잘 작동되고 좋네요. 여행 다닐 때도 가방에 넣어서 가지고 다니면 매번 옷 빨기 힘들고 또 빨아도 건조하기 어렵잖아요. 그럴 때도 유용하게 잘 사용 가능합니다.",1
"안녕하세요~ 심플하고 단풍처럼 물들어간다는 OOO 틴트를 리뷰해 보겠습니다~! 100% 비건 마음에 게 성분이라는 참 탁한 포인트였어요~ 케이스도 은은하게 예쁘구요! 기대를 어떻게 사용해 봤는데, 결론부터 말하자면 실망을 안겨준 제품입니다ㅎㅎ 상세 설명에 나와있는 색상이랑도 다르고 예상했던 발색이랑도 너어어어무 달라요! 후기를 보니 입술에 컨실러나 쿠션으로 발색이라 죽여주고 바르면 색이 똑같이 나온다는데 저는 발색에 별 차이가 없었어요… 맑은 발색을 기대했는데 드는 것 자주 사용할 색을 같지는 않네요…ㅠㅠ 재구매는 하지 않을 제품이네요! 여러분들은 하고 느끼셨나요?",2
좋아서 용량이 작은데 쓰기에는 무난하네요. 제습 기능도 물통 집안이 뽀송해지네요.,0
요리를 그닥 안 좋아하는 저는 당연히 자주 사용하지 않는데 친정 엄마가 아쉬움이 채칼 바꾸셔야 겠다며 주문해 달라 하셔서 여러 제품들을 서칭하다가 결국엔 결정했습니다. 20년 전부터 사용했던 이 제품으로 명관이라는 자 후기 들어갑니다. 예전에도 사용 더 제품이지만 김장하신다면 업그레이드 종류인데 타사 스텐 담긴 최신 제품과 비교해서 이 아이가 성능이 했던 좋네요. 칼이 섬뜩해서 손 평썰기 하지만 사용하기 쉽고 잘잘립니다. 다만 채칼 사이즈가 세 추가됐음 너무 얇거나 너무 굵거나해서 어중간 하네요. 5.5~6 사이즈가 있으면 김장 무채 사이즈로 아주 적당하겠네요. 그리고 조심해야 사이즈는 2 됐지요. 무쌈용 사이즈가 종류인데 하는 채칼을 있습니다. 구관이 다시 말이 있죠. 겉만 번지르르한 거 보단 오랜 노하우가 제품의 제품도 좋습니다. 믿고 추천 날립니다.^^,0
플리스외3종이 편하게 어울려 구매 했습니다 플리스는 저보다 딸이 더 입을려고 잘 주었네요 근데 플리스 옷이 너무 더러운것 같네요 ~지금부터 겨울에 딸에게 입겠어요,0
"빠른배송, 넉넉한수량, 사이즈도 잘 맞고  좋아요. 올여름 코몽트로 납니다~~~",1
"안녕하세요~ 은은하게 단풍처럼 것 OOO 틴트를 리뷰해 보겠습니다~! 100% 비건 성분이라는 심플하고 게 참 드는 포인트였어요~ 케이스도 보니 예쁘구요! 기대를 하고 후기를 봤는데, 결론부터 말하자면 실망을 안겨준 제품입니다ㅎㅎ 상세 설명에 나와있는 색상이랑도 다르고 예상했던 발색이랑도 너어어어무 달라요! 사용해 마음에 입술에 컨실러나 쿠션으로 색을 죽여주고 바르면 색이 똑같이 나온다는데 저는 여러분들은 별 차이가 없었어요… 맑은 발색을 기대했는데 탁한 발색이라 자주 사용할 물들어간다는 같지는 않네요…ㅠㅠ 재구매는 하지 않을 제품이네요! 발색에 어떻게 느끼셨나요?",2
세가지 바지 중에 화이트가 재단 잘못 줄 모르고 세탁을 해서 입으려고 빨아서 보니 왼쪽 알기에 아래쪽이 불량인 된걸 발견했어요. 제가 확인하지 않고 아이스블루랑 했기 때문에 반품도 교환도 안될줄 바지 그냥 되네요. 다크블루만 활용해서 입으려고 합니다. 이정도로 잘못된거라면 검사과정에서 뺐어야 된다고 생각이 세탁을,0
한영키 변형 하기가 까다로워서 짜증남 ㅠㅠ 거기다가 무겁기까지 어휴.. 비추비추,2
과하지 않고 은은한 향기 너무 좋고 가격 저렴해서 착하고 뭐하나 빠지는게 없습니다. 만족합니다.,1
가격대비 두껍고 별로입니다. 안주머니도 없어서 불편하네요.,2
주문한것 받아 신어보니 가겪에 비해 넘넘좋고 발이 편하네요,1
치약이 순해서 좋네요. 초등학교 다니는 우리 아이들 다같이 쓰고 있는데 일반 치약보다 맵지 않아서 잘 쓰고 있습니다.,1
기존에 사용하던 독일 세제가 세척후 유리잔에 얼룩을 남겨서 새로운 제품을 시도할겸 구매했어요. 세척력은 물론이고 얼룩 하나 남지않아 만족도 100%이에요.,1
소비전력 1등급인게 마음에 드네요.  제습효과에 너무 만족하는 제품입니다. 다른방에도 하나 놓을까 싶어 재구매 했어요. ,1
잘닥이는게 아니라 이빨에 입에 느낌이네요. 치약을 코팅돼는 물고만 있어도 이가 미끈거려서 별로입니다.,2
기다리던 청소기 드디어 도착~ 잔뜩 기대하고 전원 버튼 잘눌리고 작동도 잘하는것이 좋습니다. 귀엽게 동글동글 다니며 깨끗하게 청소 잘합니다.,1
편하고 새련되어 엄마도 친구도함깨주문햇습니다더ㅜ다양한컬러가 나왔으면.......,1
"향도 좋고, 발림성도 좋네요. 노란색 기미라인은 써 봤는데...주름은 처음이네요. 꾸준히 사용하면 기미라인처럼 효과가 있을거라 봅니다~^^",1
보풀이 많이 일어나요 그거빼고는 99사이즈까지 신축성에 가능한 부드러워서 좋네요,0
손으로 많은집은 흡입력이 약해 비추천합니다~ 흡입하는곳에 머리카락이 붙어 머리카락이 넣어서 빼야하네요~ 따로 원룸정도는 좋을것같아요~ 방향조절이 힘들어 무겁게 느껴집니다~ 물걸레질을 용량이 안해도 되니 그건 좋네요~,2
통5중 스텐레인스라 좋아요.  OOOO 스텐레인스 3개째 세트처럼 크기별로 샀습니다. 다 좋긴 하지만 무겁다는 단점도 있습니다.,1
피부가 따가워서 하루 밖에 사용 안 했어요. 가격은 비싼데 진정효과는 없네요. 품질이 최악인 제품입니다.,2
아니네요 설명을 너무 수분은 그냥 구매했는데 가격대비 품질이 넘 아닙니다. 용량도 후회 백배요 양배추를 데쳐보았는데 잘 없구 그냥. 데치는게 전배는 나아요 일단사용해서 반품 못하고 하셔서 칠만원버렸습니다 품질이 너무 허접해요 절대구매하면 어설프구요 요즈음 더 좋은것 많아요 가격은 비싸고 활용도는 완전 호스트가,2
역시 예쁜 디자인이 비싼 탈부착이 하네요. 리모컨 자성이 약해서 값어치를 제대로 되지않아 떨어뜨리는 일이 잦아서 불편해요.,0
손잡이 부분이 헐거워서 반품할까 했는데 마침 드라이버가 있어 조이니까 괜찮아졌습니다. 코팅력은 좋은 것 같아요. 유용하게 잘 사용할 수 있을 것 같습니다.,1
"디자인이 너무 마음에 들어서 구매한 워치~가격도 저렴하게 나왔길래 고민 넣어 조심해야한다는거..-_- 구매했습니다.왜 고민을 그 당시에 안 했는지 의문이지만.. -_-.. 내 이뻐 반성해일단 손 언박싱을 했지요... 그런데 스트랩 상태 어쩔꺼여...누가 스트랩 밟고 상자에 없이 주신건가여.. 왜 이렇게 상태가 엉망이고 더러운건지아시는 분.,,? 이거 리퍼 제품 아니죠,,,,? 거기다가 방수 자신 없어서.. 받자마자 씻을때 완전 조심.. 기능도 심박수 재는 기능도 있는데 심박수도 안 맞고 아주 가지가지 ,.. 그냥 사진으로만 바로 보인 게 다임...",0
가격은 구매한 저렴하게 듯 하여 마음에 들지만.. 출시한 지 한참 된 상품이라 실망스럽네여 ㅜ_ㅜ,0
"빛 반사 될 때 색깔이 너무 이쁘고, 부드러운 디자인도 마음에 들어요. 카메라 성능이 좋으니 사진도 잘 찍히고 전체적으로 만족스럽네요. 다만 사은품으로 잘 쓰지도 않는 워치가 와서 속상합니다.",0
후기가 좋아서 구매했는데 잘 씻기지 않네요. 잘 느낌도 씻겨서 거 여러 번 해야되고 촉촉하지 않고 당기는 안 있어요. 클렌징해도 잔여감도 있어서 더는 사용 못 할 클렌징도 같아요. 추천하지 않습니다.,2
너무 얇지 않게 두께가 적당하고 사이즈도 조이지 않고 넉넉해서 편한데 신축성이 좋아서 활동하기 편하기까지 하네요. 구입하길 정말 잘했어요.  세탁 후에 어떨지 봐야겠지만 만족합니다.,1
신축성도좋고 냄새가 데님냄새인지~ 없어지고 안 너무심하네요‥빨아도 심지어 다른빨래에 냄새가 배어서 다시 빨아야 했어요‥물론 다시빨아도 청바지는 색깔도예쁜데 없어지지않더라구요‥구입후 빨아서 베란다에 널어논상태인데 아직도 냄새 때문에 못입고 있어요ㅠ,2
